City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
333,Camacha,PT,33.0833,-16.3333,58.42,77,20,6.91,few clouds
334,Asilah,MA,35.465,-6.0348,58.96,84,6,5.97,clear sky
335,Evans,US,33.5337,-82.1307,73.6,65,75,5.75,broken clouds
336,Pemangkat,ID,1.1667,108.9667,81.54,77,97,4.7,overcast clouds
337,Saint-Joseph,RE,-21.3667,55.6167,71.98,81,26,3.11,light rain
338,Plettenberg Bay,ZA,-34.0527,23.3716,55.51,80,0,3.42,clear sky
339,Port Hardy,CA,50.6996,-127.4199,45.55,78,100,4.76,light rain
340,Salalah,OM,17.0151,54.0924,77.85,82,7,1.59,clear sky
341,Tobermory,CA,45.2501,-81.6665,32.67,67,8,21.83,clear sky
342,Jaru,BR,-10.4389,-62.4664,74.37,90,44,0.89,scattered clouds
343,Guerrero,MX,17.6667,-100.0,75.0,54,23,3.62,few clouds
344,Tondano,ID,1.3038,124.9112,71.69,78,100,1.97,moderate rain
345,Dakar,SN,14.6937,-17.4441,67.08,82,94,20.07,overcast clouds
346,Grindavik,IS,63.8424,-22.4338,41.47,93,75,3.44,broken clouds
347,Fort Abbas,PK,29.1925,72.8536,84.61,13,0,8.01,clear sky
348,Ribeira Grande,PT,38.5167,-28.7,63.21,94,89,24.34,overcast clouds
349,Jalalabad,AF,34.4265,70.4515,76.46,23,13,1.79,few clouds
350,Zabol,AF,32.25,67.25,63.57,18,66,5.84,broken clouds
351,Virginia Beach,US,36.8529,-75.978,63.01,85,100,1.99,overcast clouds
352,Dicabisagan,PH,17.0818,122.4157,85.32,70,24,5.61,few clouds
353,Lafiagi,NG,8.8667,5.4167,81.57,69,100,4.32,overcast clouds
354,Tahta,EG,26.7693,31.5021,78.57,28,0,6.93,clear sky
355,Rocha,UY,-34.4833,-54.3333,70.21,80,100,16.87,overcast clouds
356,Puerto Ayacucho,VE,5.6639,-67.6236,75.42,94,99,5.21,light rain
357,Quzhou,CN,28.9594,118.8686,71.87,76,51,11.07,broken clouds
358,Sandi,IN,27.3,79.95,85.24,13,0,1.03,clear sky
359,Westport,US,41.1415,-73.3579,56.08,95,100,4.61,overcast clouds
360,Lata,PT,40.1629,-8.3327,54.07,96,0,1.5,clear sky
361,Marzuq,YE,14.4,46.4667,74.28,56,100,1.36,overcast clouds
362,Elbistan,TR,38.2059,37.1983,56.46,48,7,2.13,clear sky
363,Mahanoro,MG,-19.9,48.8,71.64,92,13,6.29,few clouds
364,Smithers,CA,54.7804,-127.1743,49.64,34,40,5.23,scattered clouds
365,Pecos,US,31.4229,-103.4932,70.63,49,0,19.57,clear sky
366,Yakeshi,CN,49.2833,120.7333,39.97,37,68,12.17,broken clouds
367,Utete,TZ,-7.986,38.758,69.37,99,100,3.11,overcast clouds
368,San Cristobal,VE,7.7669,-72.225,73.58,96,100,1.57,overcast clouds
369,Srednekolymsk,RU,67.45,153.6833,23.02,93,100,12.97,light snow
370,Lorengau,PG,-2.0226,147.2712,83.43,81,95,10.27,overcast clouds
371,Port Hedland,AU,-20.3167,118.5667,82.45,51,75,9.22,light rain
372,Freetown,SL,8.484,-13.2299,78.51,84,94,7.09,overcast clouds
373,Netrakona,BD,24.8833,90.7167,79.54,85,49,9.69,scattered clouds
374,Ak-Dovurak,RU,51.1833,90.6,42.55,44,100,1.3,overcast clouds
375,Vestmanna,FO,62.1564,-7.1664,32.92,80,75,0.0,broken clouds
376,San Patricio,US,28.017,-97.5169,75.29,76,31,8.01,scattered clouds
377,Lichinga,MZ,-13.3128,35.2406,59.38,98,70,6.98,broken clouds
378,Zeya,RU,53.75,127.2667,42.1,33,100,6.11,overcast clouds
379,Ancud,CL,-41.8697,-73.8203,45.77,73,100,12.33,light rain
380,Esperance,AU,-33.8667,121.9,64.65,57,100,2.77,light rain
381,Carroll,US,39.5501,-77.0164,58.5,84,100,3.0,overcast clouds
382,Kodinsk,RU,58.6881,99.1844,31.48,87,79,9.24,broken clouds
383,Galveston,US,29.3669,-94.9669,76.17,72,100,4.61,overcast clouds
384,Kourou,GF,5.1552,-52.6478,82.11,89,100,4.72,overcast clouds
385,Gat,IL,31.61,34.7642,72.39,76,82,3.47,broken clouds
386,Airai,TL,-8.9266,125.4092,70.84,60,100,2.24,overcast clouds
387,Iquique,CL,-20.2208,-70.1431,64.44,78,100,4.03,overcast clouds
388,Beira,MZ,-19.8436,34.8389,71.53,91,84,14.36,light rain
389,Erenhot,CN,43.6475,111.9767,43.36,21,100,2.8,overcast clouds
390,Cururupu,BR,-1.8283,-44.8683,74.12,98,100,3.67,moderate rain
391,Mustafabad,PK,30.8922,73.4989,81.75,18,0,4.72,clear sky
392,Dudinka,RU,69.4058,86.1778,16.63,94,100,13.47,overcast clouds
393,Port Pirie,AU,-33.1833,138.0167,68.09,73,30,5.79,scattered clouds
394,Mantua,IT,45.1667,10.7833,52.34,90,1,1.99,clear sky
395,Sangin,AF,32.0728,64.8359,75.79,14,9,2.13,clear sky
396,Xining,CN,36.6167,101.7667,52.59,42,100,14.7,light rain
397,Sinyavskoye,RU,47.277,39.2789,65.75,70,87,7.23,overcast clouds
398,Innisfail,AU,-17.5333,146.0333,79.36,82,82,9.84,broken clouds
399,Micheweni,TZ,-4.9667,39.8333,78.82,83,99,7.58,moderate rain
400,Champerico,GT,14.3,-91.9167,84.78,67,32,7.94,scattered clouds
401,Kirovskiy,RU,45.0917,133.5136,46.87,50,80,22.41,broken clouds
402,Acapulco,MX,16.8634,-99.8901,80.42,78,20,9.22,few clouds
403,Zalesovo,RU,53.9939,84.7431,44.65,63,70,2.21,broken clouds
404,Novaya Igirma,RU,57.1334,103.9112,32.9,96,100,5.26,snow
405,Kharan,PK,28.5833,65.4167,78.89,25,0,5.23,clear sky
406,Ilulissat,GL,69.2167,-51.1,37.42,75,100,12.66,light intensity drizzle
407,Kralendijk,BQ,12.15,-68.2667,80.58,78,20,13.8,few clouds
408,Cayenne,GF,4.9333,-52.3333,82.09,1,40,2.3,scattered clouds
409,Waiuku,NZ,-37.25,174.75,69.85,63,100,4.41,overcast clouds
410,Agaro,ET,7.85,36.65,63.23,76,99,1.86,overcast clouds
411,Vardo,NO,70.3705,31.1107,21.58,70,98,31.07,light snow
412,Biryusinsk,RU,55.9634,97.8235,31.91,98,100,8.32,snow
413,Yumen,CN,40.2833,97.2,52.39,36,43,12.8,scattered clouds
414,Mount Gambier,AU,-37.8333,140.7667,63.18,69,93,6.89,overcast clouds
415,Moron,AR,-34.6534,-58.6198,75.09,89,68,5.41,broken clouds
416,Benguela,AO,-12.5763,13.4055,74.82,85,100,2.06,overcast clouds
417,Mykhaylivka,UA,47.2724,35.2224,52.88,76,6,7.83,clear sky
418,Tautira,PF,-17.7333,-149.15,81.3,74,10,18.41,clear sky
419,San Jeronimo,PE,-11.9472,-75.2829,49.73,86,100,3.85,overcast clouds
420,Roald,NO,62.5833,6.1333,37.54,70,100,11.5,overcast clouds
421,Tianpeng,CN,30.9866,103.9393,75.67,73,97,4.7,overcast clouds
422,Carnarvon,AU,-24.8667,113.6333,73.47,56,40,17.27,scattered clouds
423,Powell River,CA,49.8496,-124.5361,49.08,75,34,7.87,scattered clouds
424,Fairlie,GB,55.756,-4.8556,45.41,77,100,5.57,overcast clouds
425,Barcelos,PT,41.5388,-8.6151,56.84,95,20,3.78,few clouds
426,Aksarka,RU,66.5606,67.7975,35.13,100,100,13.51,overcast clouds
427,Manali,IN,13.1667,80.2667,83.07,90,10,9.24,clear sky
428,Kolobrzeg,PL,54.1757,15.5834,46.96,64,100,2.37,overcast clouds
429,Raga,SS,8.4596,25.678,75.9,46,64,4.38,broken clouds
430,Makushino,RU,55.2103,67.2442,51.06,70,100,8.46,overcast clouds
431,Ewa Beach,US,21.3156,-158.0072,84.15,55,75,17.27,broken clouds
432,Wahiawa,US,21.5028,-158.0236,80.92,61,0,17.27,clear sky
433,Aksu,CN,41.1231,80.2644,61.2,20,100,10.92,overcast clouds
434,Matagami,CA,49.7502,-77.6328,19.51,79,100,10.36,overcast clouds
435,Tarauaca,BR,-8.1614,-70.7656,73.67,95,100,1.14,overcast clouds
436,Sunrise Manor,US,36.2111,-115.0731,90.01,5,0,13.8,clear sky
437,Medeiros Neto,BR,-17.3739,-40.2206,70.02,93,0,4.94,clear sky
438,Alekseyevsk,RU,57.8406,108.3492,34.14,96,100,7.25,snow
439,Antofagasta,CL,-23.65,-70.4,61.88,84,100,5.12,overcast clouds
440,Pimentel,PE,-6.8367,-79.9342,66.45,89,28,13.29,scattered clouds
441,Cabedelo,BR,-6.9811,-34.8339,77.67,80,0,11.83,clear sky
442,Bull Savanna,JM,17.8868,-77.5902,73.99,83,60,5.19,broken clouds
443,Manta,EC,-0.95,-80.7333,76.78,83,75,9.22,broken clouds
444,Walvis Bay,NA,-22.9575,14.5053,60.1,59,1,5.88,clear sky
445,Albino,IT,45.7638,9.7964,51.13,87,0,3.44,clear sky
446,Kavaratti,IN,10.5669,72.642,85.01,72,6,5.48,clear sky
447,Anadyr,RU,64.75,177.4833,30.7,100,75,24.61,light snow
448,Sanislau,RO,47.6333,22.3333,40.86,91,14,6.11,few clouds
449,Kavieng,PG,-2.5744,150.7967,85.71,69,17,15.66,light rain
450,Santa Luzia,BR,-19.7697,-43.8514,72.5,90,0,4.32,clear sky
451,Linhares,BR,-19.3911,-40.0722,70.66,95,0,0.72,clear sky
452,Da Nang,VN,16.0678,108.2208,85.98,70,0,3.44,clear sky
453,Omboue,GA,-1.5746,9.2618,78.13,90,100,7.54,light rain
454,Nantucket,US,41.2835,-70.0995,53.74,89,100,12.66,overcast clouds
455,Lyngdal,NO,58.1376,7.07,45.0,69,51,4.16,broken clouds
456,Port Moresby,PG,-9.4431,147.1797,84.36,71,51,5.12,broken clouds
457,Jiaojiang,CN,28.6803,121.4428,69.01,87,100,9.46,overcast clouds
458,Eldorado,BR,-23.7869,-54.2836,74.07,77,1,7.52,clear sky
459,Nadym,RU,65.5333,72.5167,33.35,96,100,23.33,snow
460,Matara,LK,5.9485,80.5353,78.67,86,29,1.66,scattered clouds
461,Cordoba,AR,-31.4135,-64.1811,77.23,93,20,8.05,few clouds
462,Umm Lajj,SA,25.0213,37.2685,79.41,45,99,1.5,overcast clouds
463,Harper,LR,4.375,-7.7169,79.2,85,100,6.02,light rain
464,Meulaboh,ID,4.1363,96.1285,77.32,80,100,3.18,overcast clouds
465,Kununurra,AU,-15.7667,128.7333,87.78,48,42,4.61,scattered clouds
466,Flin Flon,CA,54.7682,-101.865,31.48,72,0,10.45,clear sky
467,San Vicente,AR,-26.6167,-54.1333,74.62,75,0,7.56,clear sky
468,Sabha,LY,27.0377,14.4283,79.07,10,100,13.89,overcast clouds
469,Parabel,RU,58.6978,81.4825,36.95,95,100,6.6,overcast clouds
470,Cao Bang,VN,22.6667,106.25,78.3,88,92,3.49,overcast clouds
471,Sioux Lookout,CA,50.1001,-91.917,24.22,90,100,4.5,overcast clouds
472,Gairo,IT,39.8497,9.5047,48.74,62,6,3.91,clear sky
473,Porosozero,RU,62.7191,32.727,20.5,95,11,4.23,few clouds
474,Alice Springs,AU,-23.7,133.8833,78.35,34,48,8.05,scattered clouds
475,Mugur-Aksy,RU,50.35,90.5,27.34,82,100,2.33,light snow
476,Egvekinot,RU,66.3167,-179.1667,27.84,88,98,2.93,overcast clouds
477,Kalulushi,ZM,-12.8378,28.0919,57.34,95,92,3.78,overcast clouds
478,Mount Isa,AU,-20.7333,139.5,78.57,61,23,6.91,few clouds
479,Sarkand,KZ,45.41,79.9186,49.3,44,99,0.27,overcast clouds
480,Suez,EG,29.9737,32.5263,64.35,62,55,12.21,broken clouds
481,Malanje,AO,-9.5402,16.341,63.77,96,100,2.89,light rain
482,Nara,JP,34.6851,135.8049,72.91,93,100,9.22,moderate rain
483,Abha,SA,18.2164,42.5053,52.05,66,0,0.0,clear sky
484,Arriana,GR,41.0833,25.7,63.75,82,5,6.71,clear sky
485,Pokhara,NP,28.2333,83.9833,75.9,29,0,5.73,clear sky
486,Bima,ID,-8.4667,118.7167,82.36,69,100,3.69,overcast clouds
487,Oxbow,CA,49.2333,-102.1676,26.31,83,15,14.32,few clouds
488,Dunkwa,GH,5.9656,-1.78,75.27,97,100,2.01,overcast clouds
489,Barajevo,RS,44.5789,20.4158,56.48,83,16,2.53,few clouds
490,Tungor,RU,53.3808,142.9564,29.77,95,100,22.53,snow
491,Svetlyy,RU,54.675,20.1347,42.85,89,82,6.51,broken clouds
492,Marathon,US,44.9,-89.7668,35.13,56,100,11.5,overcast clouds
493,Kenai,US,60.5544,-151.2583,56.03,41,0,8.05,clear sky
494,Santa Cruz De Tenerife,ES,28.4682,-16.2546,63.63,84,40,16.11,scattered clouds
495,Muscatine,US,41.4667,-91.1335,51.64,40,0,5.75,clear sky
496,Nouakchott,MR,18.0858,-15.9785,69.73,63,0,19.24,clear sky
497,College,US,64.8569,-147.8028,52.12,37,75,8.05,broken clouds
498,Abay,KZ,49.6311,72.8539,34.18,44,30,3.51,scattered clouds
499,Waipawa,NZ,-41.4122,175.5153,55.99,75,58,12.53,broken clouds
500,Bay Roberts,CA,47.5999,-53.2648,35.65,91,48,4.0,scattered clouds
501,Celestun,MX,20.8667,-90.4,79.61,75,27,18.41,scattered clouds
502,Seoul,KR,37.5683,126.9778,65.59,22,0,6.91,clear sky
503,Hervey Bay,AU,-25.2986,152.8535,79.02,65,48,5.01,scattered clouds
504,The Pas,CA,53.8251,-101.2541,31.62,75,2,10.36,clear sky
505,Sola,VU,-13.8833,167.55,80.98,77,100,17.0,overcast clouds
506,Maceio,BR,-9.6658,-35.7353,72.84,94,20,2.3,few clouds
507,Dedovichi,RU,57.5517,29.9502,31.59,87,14,5.79,few clouds
508,Gondanglegi,ID,-7.7479,112.0132,80.01,82,99,3.78,overcast clouds
509,Fairbanks,US,64.8378,-147.7164,52.14,37,0,8.05,clear sky
510,Pitimbu,BR,-7.4706,-34.8086,77.59,76,0,11.86,clear sky
511,Sayyan,YE,15.1718,44.3244,57.47,64,82,2.64,broken clouds
512,Kaka,TM,37.3482,59.6143,67.91,42,100,2.46,overcast clouds
513,Awash,ET,8.9833,40.1667,72.52,62,81,4.56,broken clouds
514,Berck,FR,50.4,1.6,41.5,87,0,3.44,clear sky
515,Saint-Pierre,RE,-21.3393,55.4781,73.08,69,0,8.05,clear sky
516,Kortkeros,RU,61.8106,51.5806,41.0,91,40,5.91,scattered clouds
517,Jinxiang,CN,27.4327,120.6062,63.5,96,100,11.83,overcast clouds
518,Atchison,US,39.563,-95.1216,61.38,60,9,8.81,clear sky
519,Poronaysk,RU,49.2167,143.1167,30.25,97,100,17.54,snow
520,Melito Di Porto Salvo,IT,37.9222,15.7714,60.75,55,0,8.05,clear sky
521,Honiara,SB,-9.4333,159.95,86.22,67,70,4.97,broken clouds
522,Somerset West,ZA,-34.084,18.8211,59.88,75,0,8.01,clear sky
523,Turbiv,UA,49.3479,28.7212,42.64,90,9,5.79,clear sky
524,Bretcu,RO,46.05,26.3,46.76,91,69,4.9,broken clouds
525,Oistins,BB,13.0667,-59.5333,77.09,88,40,4.61,scattered clouds
526,Morondava,MG,-20.2833,44.2833,76.93,84,79,8.75,light rain
527,Latung,PH,5.5,120.8833,81.64,76,98,2.48,overcast clouds
528,Bonthe,SL,7.5264,-12.505,80.13,86,97,6.02,overcast clouds
529,Mokhsogollokh,RU,61.4681,128.9203,29.64,59,58,5.77,broken clouds
530,Kulhudhuffushi,MV,6.6221,73.07,84.36,71,58,1.36,broken clouds
531,Hojai,IN,26.0,92.8667,77.97,67,0,4.12,clear sky
532,Vakhrushev,RU,48.9833,142.9667,30.42,96,100,18.63,snow
533,Arlit,NE,18.7369,7.3853,79.7,13,0,6.33,clear sky
534,Yenagoa,NG,4.9247,6.2642,77.74,93,100,4.32,light rain
535,Mareeba,AU,-17.0,145.4333,82.67,79,29,3.42,scattered clouds
536,Road Town,VG,18.4167,-64.6167,77.09,69,75,10.36,broken clouds
537,Diphu,IN,25.8333,93.4333,78.64,58,0,1.68,clear sky
538,Kharod,IN,21.75,82.5667,85.37,17,13,3.58,few clouds
539,Marsh Harbour,BS,26.5412,-77.0636,74.59,70,0,11.39,clear sky
540,Sambava,MG,-14.2667,50.1667,71.47,83,78,5.84,broken clouds
541,Spassk,RU,52.747,87.7545,41.83,69,100,2.64,overcast clouds
542,Den Helder,NL,52.9599,4.7593,48.18,77,100,5.01,overcast clouds
543,Baykit,RU,61.67,96.37,31.93,71,35,3.4,scattered clouds
544,Casa Grande,US,32.8795,-111.7573,95.61,5,0,16.11,clear sky
545,Wukari,NG,7.85,9.7833,80.8,69,100,6.91,overcast clouds
546,Piacabucu,BR,-10.4056,-36.4344,77.34,78,8,8.43,clear sky
547,Zonguldak,TR,41.25,31.8333,40.05,65,100,2.68,overcast clouds
548,Biak,ID,-0.9131,122.8766,77.65,89,100,6.42,light rain
549,Wilmington Island,US,32.0036,-80.9737,71.69,66,20,4.61,few clouds
550,Altay,CN,47.8667,88.1167,41.11,74,76,2.77,broken clouds
551,Ginir,ET,7.1333,40.7,56.93,83,93,3.76,overcast clouds
552,Vila Velha,BR,-20.3297,-40.2925,74.95,92,20,3.44,few clouds
553,Grajau,BR,-5.8194,-46.1386,72.5,95,59,2.8,broken clouds
554,Constantine,DZ,36.365,6.6147,56.61,76,0,2.3,clear sky
555,La Asuncion,VE,11.0333,-63.8628,77.22,88,94,10.11,overcast clouds
556,Hajipur,IN,25.6833,85.2167,82.38,61,40,0.0,haze
557,Manavalakurichi,IN,8.1333,77.3,80.87,86,67,2.3,broken clouds
558,Havoysund,NO,70.9963,24.6622,21.43,78,100,25.95,light snow
559,Nalut,LY,30.3333,10.85,66.83,38,4,22.39,clear sky
560,La Ronge,CA,55.1001,-105.2842,37.35,73,11,10.87,few clouds
561,Brzeg Dolny,PL,51.273,16.7082,45.72,95,89,1.63,overcast clouds
562,Paamiut,GL,61.994,-49.6678,35.24,92,100,27.85,light snow
563,Anaconda,US,46.1285,-112.9423,49.19,70,34,12.48,scattered clouds
564,Northam,GB,51.0333,-4.2167,44.62,74,27,7.56,scattered clouds
565,Uyskoye,RU,54.3775,60.0047,49.48,74,18,8.7,few clouds
566,Kano,NG,12.0001,8.5167,85.77,12,98,6.76,overcast clouds
567,Iqaluit,CA,63.7506,-68.5145,-10.66,89,31,2.19,scattered clouds
568,Chegdomyn,RU,51.1167,133.0167,33.6,68,99,10.85,overcast clouds
569,Bolshevik,BY,54.0065,27.5692,37.02,73,98,7.25,overcast clouds
570,Lagoa,PT,39.05,-27.9833,61.54,92,92,24.05,overcast clouds
571,Horsham,GB,51.064,-0.3272,45.73,84,20,2.3,few clouds
572,Washington,US,47.5001,-120.5015,54.57,36,12,8.59,few clouds
573,Valea Ciorii,RO,44.7167,27.5667,56.34,71,30,4.52,scattered clouds
574,Krasnoye,UA,49.9145,24.6134,45.46,87,77,2.3,broken clouds
575,San Juan,AR,-31.5375,-68.5364,75.06,11,0,35.61,clear sky
576,Barra Patuca,HN,15.8,-84.2833,77.74,82,100,9.98,overcast clouds
577,Yarada,IN,17.65,83.2667,82.72,89,20,5.75,mist
578,Mandalgovi,MN,45.7625,106.2708,38.14,18,12,10.58,few clouds
579,Poum,NC,-20.2333,164.0167,78.98,64,100,21.03,overcast clouds
580,Khovu-Aksy,RU,51.1333,93.6,37.74,43,71,0.58,broken clouds
581,Xiongyue,CN,40.1774,122.1228,52.66,38,6,9.53,clear sky
582,Bagalkot,IN,16.1833,75.7,86.43,35,19,6.35,few clouds
583,Boyolangu,ID,-8.1181,111.8935,80.22,81,100,4.45,overcast clouds
584,Ambanja,MG,-13.6833,48.45,74.17,91,41,2.84,scattered clouds
585,Karpathos,GR,35.507,27.2132,60.76,94,2,9.22,clear sky
586,Bistret,RO,43.9,23.5,54.97,72,61,4.23,broken clouds
587,Husavik,IS,66.0449,-17.3389,37.26,99,100,7.09,overcast clouds
588,Seymchan,RU,62.8833,152.4333,21.85,74,100,8.86,overcast clouds
589,Labuhan,ID,-6.8844,112.2051,81.7,78,100,3.58,overcast clouds
590,Yulara,AU,-25.2406,130.9889,76.84,31,92,5.75,overcast clouds
591,Aguimes,ES,27.9054,-15.4461,61.66,72,40,16.11,scattered clouds
592,Douentza,ML,14.9951,-2.9517,82.31,22,3,6.76,clear sky
593,Baruun-Urt,MN,46.6806,113.2792,40.95,19,7,11.48,clear sky
594,Dongsheng,CN,39.8161,109.9776,45.37,43,100,10.42,overcast clouds
595,Hofn,IS,64.2539,-15.2082,43.12,78,23,10.58,few clouds
596,Bayshore Gardens,US,27.4253,-82.5904,78.22,66,0,6.91,clear sky
597,Port Macquarie,AU,-31.4333,152.9167,72.9,68,74,5.12,broken clouds
598,Hirara,JP,24.8,125.2833,79.41,86,11,15.01,few clouds
599,La Rioja,ES,42.25,-2.5,47.98,82,100,1.68,light rain
600,Khandbari,NP,27.3747,87.2039,72.61,44,2,2.82,clear sky
601,Miri,MY,4.4148,114.0089,80.47,84,100,5.79,moderate rain
602,Hambantota,LK,6.1241,81.1185,81.07,80,65,1.5,broken clouds
603,Hope,US,33.6671,-93.5916,66.25,66,0,5.84,clear sky
604,Acari,PE,-15.4311,-74.6158,72.25,74,100,4.59,overcast clouds
605,Asau,RO,46.4333,26.4,47.95,90,85,1.61,light rain
606,Strezhevoy,RU,60.7333,77.5889,33.67,96,99,3.56,overcast clouds
607,Pangnirtung,CA,66.1451,-65.7125,-9.83,86,14,8.46,few clouds
608,Priiskovyy,RU,51.9333,116.6333,39.15,27,0,9.06,clear sky
609,Wajir,KE,1.7471,40.0573,76.73,86,96,6.38,light rain
610,Zverinogolovskoye,RU,54.4586,64.8542,51.71,67,86,8.79,overcast clouds
611,Jibuti,DJ,11.5,42.5,75.76,80,34,10.67,scattered clouds
612,Kousseri,CM,12.0769,15.0306,91.06,33,54,5.84,broken clouds
613,Aleksandrov Gay,RU,50.147,48.5704,59.07,66,64,14.05,broken clouds
614,Ouadda,CF,8.0777,22.4007,71.76,77,100,3.44,overcast clouds
615,Sao Goncalo Do Amarante,BR,-3.6072,-38.9683,81.12,94,91,5.26,overcast clouds
616,Sackville,CA,45.9188,-64.3846,46.98,77,100,9.19,overcast clouds
617,Ternate,ID,0.8,127.4,83.82,73,30,3.83,scattered clouds
618,Nagina,IN,29.45,78.45,79.05,16,0,0.67,clear sky
619,Bedford,GB,52.1346,-0.4663,42.17,89,7,6.06,clear sky
620,Colares,PT,38.7992,-9.4469,59.76,78,0,14.0,clear sky
621,Berlin,DE,52.5244,13.4105,52.95,68,0,6.91,clear sky
622,Byron Bay,AU,-28.65,153.6167,75.94,76,47,6.38,scattered clouds
623,Leh,IN,34.1667,77.5833,38.43,55,1,1.72,clear sky
624,Kanbe,MM,16.7053,96.0017,84.25,67,44,7.96,scattered clouds
625,Ustka,PL,54.5805,16.8619,41.4,78,100,3.58,overcast clouds
626,Ibra,OM,22.6906,58.5334,77.61,43,100,1.16,overcast clouds
627,Sinnamary,GF,5.3833,-52.95,78.4,88,100,6.02,overcast clouds
628,Kruisfontein,ZA,-34.0033,24.7314,49.89,80,7,4.94,clear sky
629,Wajima,JP,37.4,136.9,55.6,62,100,5.03,overcast clouds
630,San Rafael,AR,-34.6177,-68.3301,57.78,40,17,21.07,few clouds
631,Suzun,RU,53.7841,82.3116,44.82,62,5,4.41,clear sky
632,Awjilah,LY,29.1081,21.2869,76.19,19,69,15.32,broken clouds
633,Isangel,VU,-19.55,169.2667,79.52,56,100,16.58,overcast clouds
634,Deputatskiy,RU,69.3,139.9,12.6,88,100,3.06,overcast clouds
635,Namibe,AO,-15.1961,12.1522,71.08,74,1,4.65,clear sky
636,Augusto Correa,BR,-1.0217,-46.635,74.88,95,100,4.25,overcast clouds
637,Sobolevo,RU,54.4299,31.8996,41.32,83,100,6.35,overcast clouds
638,Methoni,GR,36.8197,21.7049,61.21,69,88,11.25,overcast clouds
639,Olinda,BR,-8.0089,-34.8553,82.13,69,100,6.91,overcast clouds
640,North Bend,US,43.4065,-124.2243,56.25,81,40,9.22,scattered clouds
641,Valle De Allende,MX,26.9333,-105.4,64.11,60,100,16.58,overcast clouds
642,Tigre,AR,-34.426,-58.5796,75.34,88,100,10.36,overcast clouds
643,Polyarnyy,RU,69.1989,33.4478,21.56,66,100,26.8,overcast clouds
644,Yarim,YE,14.298,44.3779,55.51,64,50,4.72,scattered clouds
645,Atar,MR,20.5169,-13.0499,72.0,37,0,8.79,clear sky
646,Noumea,NC,-22.2763,166.4572,80.58,99,100,13.09,overcast clouds
647,Talara,PE,-4.5772,-81.2719,66.7,90,70,12.71,broken clouds
648,Bonito,BR,-21.1211,-56.4819,79.23,54,91,5.66,overcast clouds
649,Eskisehir,TR,39.7767,30.5206,57.92,64,0,5.75,clear sky
650,Pacifica,US,37.6138,-122.4869,65.84,71,20,23.02,haze
651,Atambua,ID,-9.1061,124.8925,80.56,63,90,0.94,overcast clouds
652,Lompoc,US,34.6391,-120.4579,58.93,75,0,27.0,clear sky
653,Naze,JP,28.3667,129.4833,68.92,80,100,15.12,light rain
654,Belmonte,BR,-15.8631,-38.8828,76.08,80,0,7.56,clear sky
655,Jiuquan,CN,39.7432,98.5174,53.71,35,66,8.52,broken clouds
656,Saint Stephen,GB,50.3333,-4.9,48.15,76,56,12.66,broken clouds
657,Caravelas,BR,-17.7125,-39.2481,75.02,83,0,5.21,clear sky
658,Guatire,VE,10.4762,-66.5427,79.7,97,100,1.21,overcast clouds
659,Abu Dhabi,AE,24.4667,54.3667,80.96,72,0,1.14,clear sky
660,Altamira,BR,-3.2033,-52.2064,73.22,98,100,1.54,moderate rain
661,Marawi,PH,7.9986,124.2928,78.12,76,100,1.95,overcast clouds
662,Antigonish,CA,45.6169,-61.9986,46.81,79,100,5.01,overcast clouds
663,Sawakin,SD,19.1059,37.3321,82.78,82,89,4.27,overcast clouds
664,Haines Junction,CA,60.7522,-137.5108,51.75,40,100,8.05,overcast clouds
665,Moerai,PF,-22.4333,-151.3333,80.22,79,80,15.7,broken clouds
666,Mahanje,TZ,-9.9333,35.3333,62.55,97,100,1.12,overcast clouds
667,Dafeng,CN,23.4517,108.5881,80.71,82,18,4.83,few clouds
668,Sirjan,IR,29.452,55.6814,60.78,48,79,2.71,broken clouds
669,Binay,PH,13.5028,122.5975,84.04,73,100,5.06,overcast clouds
670,Gambiran,ID,-6.7988,111.4951,80.82,79,93,3.0,overcast clouds
671,Ionia,US,42.9873,-85.0711,36.23,65,100,10.36,overcast clouds
672,Somerset,US,40.5668,-74.5496,60.58,91,100,1.99,light rain
673,Axim,GH,4.8699,-2.2405,79.27,88,100,7.4,light rain
674,Zlitan,LY,32.4674,14.5687,62.82,81,3,9.06,clear sky
675,Bar Harbor,US,44.3876,-68.2039,46.27,86,100,5.75,overcast clouds
676,Valparaiso,CL,-33.0393,-71.6273,58.48,89,100,2.3,overcast clouds
677,Punta Alta,AR,-38.8759,-62.0736,61.16,47,100,14.52,overcast clouds
678,Prince Rupert,CA,54.3161,-130.3201,44.29,93,100,8.05,light rain
679,Asuncion,PY,-25.3007,-57.6359,85.89,66,0,13.8,clear sky
680,Gizo,SB,-8.103,156.8419,84.92,70,59,7.14,light rain
681,Hay River,CA,60.8156,-115.7999,42.78,61,75,8.05,broken clouds
682,Basco,PH,20.4487,121.9702,82.89,80,15,15.3,few clouds
683,Ilave,PE,-16.0833,-69.6667,43.16,50,100,2.01,overcast clouds
684,Qaqortoq,GL,60.7167,-46.0333,36.48,86,100,3.44,overcast clouds
685,Korgen,NO,66.0771,13.8153,27.18,94,97,3.53,light snow
686,Dangriga,BZ,16.9692,-88.2321,78.24,83,29,9.8,scattered clouds
